@relation Training-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute ID numeric
@attribute score_tag {P,N,NEU,NONE,P+,N+}
@attribute agreement {DISAGREEMENT,AGREEMENT}
@attribute subjectivity {SUBJECTIVE,OBJECTIVE}
@attribute confidence numeric
@attribute irony {NONIRONIC,IRONIC}
@attribute happy numeric
@attribute angry numeric
@attribute bored numeric
@attribute fear numeric
@attribute sad numeric
@attribute excited numeric
@attribute spam numeric
@attribute news numeric
@attribute feedback numeric
@attribute marketing numeric
@attribute query numeric
@attribute word_count numeric
@attribute words_per_sentence numeric
@attribute sentence_count numeric
@attribute six_plus_words numeric
@attribute emojis numeric
@attribute emoticons numeric
@attribute hashtags numeric
@attribute urls numeric
@attribute analytical_thinking numeric
@attribute authentic numeric
@attribute clout numeric
@attribute emotional_tone numeric
@attribute dictionary_words numeric
@attribute achievement numeric
@attribute adjectives numeric
@attribute adverbs numeric
@attribute affect numeric
@attribute affiliation numeric
@attribute all_punctuation numeric
@attribute anger_words numeric
@attribute anxiety_words numeric
@attribute apostrophes numeric
@attribute articles numeric
@attribute assent numeric
@attribute auxiliary_verbs numeric
@attribute biological_processes numeric
@attribute body numeric
@attribute causation numeric
@attribute certainty numeric
@attribute cognitive_processes numeric
@attribute colons numeric
@attribute commas numeric
@attribute comparisons numeric
@attribute conjunctions numeric
@attribute dashes numeric
@attribute death numeric
@attribute differentiation numeric
@attribute discrepancies numeric
@attribute drives numeric
@attribute exclamations numeric
@attribute family numeric
@attribute feel numeric
@attribute female numeric
@attribute filler_words numeric
@attribute focus_future numeric
@attribute focus_past numeric
@attribute focus_present numeric
@attribute friends numeric
@attribute function_words numeric
@attribute health numeric
@attribute hear numeric
@attribute home numeric
@attribute i numeric
@attribute impersonal_pronouns numeric
@attribute informal_language numeric
@attribute ingestion numeric
@attribute insight numeric
@attribute interrogatives numeric
@attribute leisure numeric
@attribute male numeric
@attribute money numeric
@attribute motion numeric
@attribute negations numeric
@attribute negative_emotion_words numeric
@attribute netspeak numeric
@attribute nonfluencies numeric
@attribute numbers numeric
@attribute other_grammar numeric
@attribute other_punctuation numeric
@attribute parentheses numeric
@attribute perceptual_processes numeric
@attribute periods numeric
@attribute personal_concerns numeric
@attribute personal_pronouns numeric
@attribute positive_emotion_words numeric
@attribute power numeric
@attribute prepositions numeric
@attribute pronouns numeric
@attribute quantifiers numeric
@attribute question_marks numeric
@attribute quotes numeric
@attribute relativity numeric
@attribute religion numeric
@attribute reward numeric
@attribute risk numeric
@attribute sad_words numeric
@attribute see numeric
@attribute semicolons numeric
@attribute sexual numeric
@attribute she_he numeric
@attribute social numeric
@attribute space numeric
@attribute swear_words numeric
@attribute tentative numeric
@attribute they numeric
@attribute time numeric
@attribute time_orientation numeric
@attribute verbs numeric
@attribute we numeric
@attribute work numeric
@attribute you numeric
@attribute admiration_count numeric
@attribute amusement_count numeric
@attribute anger_count numeric
@attribute boredom_count numeric
@attribute calmness_count numeric
@attribute curiosity_count numeric
@attribute desire_count numeric
@attribute disgust_count numeric
@attribute excitement_count numeric
@attribute fear_count numeric
@attribute gratitude_count numeric
@attribute joy_count numeric
@attribute love_count numeric
@attribute pain_count numeric
@attribute sadness_count numeric
@attribute surprise_count numeric
@attribute goodfeel_count numeric
@attribute ambifeel_count numeric
@attribute badfeel_count numeric
@attribute emotionality_count numeric
@attribute sentiment_count numeric
@attribute admiration_score numeric
@attribute amusement_score numeric
@attribute anger_score numeric
@attribute boredom_score numeric
@attribute calmness_score numeric
@attribute curiosity_score numeric
@attribute desire_score numeric
@attribute disgust_score numeric
@attribute excitement_score numeric
@attribute fear_score numeric
@attribute gratitude_score numeric
@attribute joy_score numeric
@attribute love_score numeric
@attribute pain_score numeric
@attribute sadness_score numeric
@attribute surprise_score numeric
@attribute goodfeel_score numeric
@attribute ambifeel_score numeric
@attribute badfeel_score numeric
@attribute emotionality_score numeric
@attribute sentiment_score numeric
@attribute non_emotion_score numeric
@attribute emotion_word_count numeric
@attribute Class {0,1}

@data
93,P,DISAGREEMENT,OBJECTIVE,91,NONIRONIC,0.106645,0.258966,0.074623,0.211698,0.098722,0.249346,0.086,0.619,0.217,0.034,0.043,110,27.5,4,0.345455,0,0,0,0,89.176151,1,86.237154,25.774194,0.663636,0,0.036364,0.009091,0.009091,0.009091,0.136364,0,0,0.027273,0.063636,0,0.063636,0.045455,0.018182,0.009091,0.009091,0.063636,0,0.054545,0.027273,0.054545,0.009091,0,0.027273,0.018182,0.045455,0,0,0,0.045455,0,0.009091,0.009091,0,0,0.436364,0.027273,0,0,0,0.036364,0,0,0.009091,0.009091,0,0,0.009091,0,0.009091,0,0,0,0.036364,0.163636,0.018182,0,0,0.027273,0.036364,0.081818,0,0.027273,0.154545,0.118182,0,0,0,0.054545,0,0.009091,0,0,0,0,0,0.045455,0.136364,0.045455,0,0.009091,0.027273,0.009091,0.081818,0.081818,0.009091,0.036364,0,0,0,0,0,3,0,0,0,1.83,0,0,0,0,0,0,0,4.83,0,0,4.83,4.83,0,0,0,0,0.251166,0,0,0,0.169849,0,0,0,0,0,0,0,0.043191,0,0,0.043191,0.433007,0.956809,3,1
94,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.336734,0.053501,0,0.185754,0.06594,0.358071,0.235,0.388,0.185,0.158,0.034,1519,11.087591,137,0.201448,0,0,0,0,50.419543,58.253085,84.001787,71.496884,0.903884,0.014483,0.048716,0.0474,0.029625,0.054641,0.235023,0.000658,0,0.022383,0.079658,0,0.082949,0.020408,0.0079,0.005925,0.009217,0.098091,0.005267,0.055958,0.026991,0.058591,0,0,0.028308,0.021725,0.086899,0.000658,0.008558,0.004608,0.0158,0,0.009217,0.078999,0.011192,0.011192,0.554312,0.003292,0.011192,0.017117,0.075708,0.044108,0,0.005267,0.01975,0.020408,0.013167,0.040816,0.005267,0.023041,0.016458,0.002633,0,0,0.017117,0.267281,0.001975,0.000658,0.030283,0.080974,0.0474,0.155365,0.026991,0.015142,0.117182,0.199473,0.023041,0.009217,0.057933,0.159315,0.000658,0.007242,0,0.001975,0.01185,0,0.001317,0.038841,0.180382,0.067149,0,0.025016,0.001317,0.071758,0.154707,0.165899,0.022383,0.016458,0.017117,90.225,0,30.46,1,11,4,27,12,3,9,16,9,100.55,0,90.225,11.73,217.225,43.73,62.86,322.815,217.225,0.632847,0,0.367852,0.018746,0.173652,0.070991,0.340286,0.186495,0.054205,0.146711,0.234106,0.146711,0.657641,0,0.215746,0.183067,0.124071,0.024977,0.035903,0.18438,0.806595,0.81562,91,0
95,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.182454,0.138663,0.034709,0.201646,0.106848,0.335679,0.015,0.728,0.099,0.124,0.034,369,21.705882,17,0.384824,0,0,0,0,95.607163,40.201301,67.73945,71.550407,0.745257,0.01355,0.04336,0.0271,0.03523,0.03252,0.184282,0,0.00542,0.01897,0.081301,0,0.056911,0.02168,0.01626,0.00813,0,0.04878,0.00271,0.059621,0.01626,0.062331,0,0,0.01626,0.00542,0.070461,0,0,0.02168,0.00271,0,0.00271,0.0271,0.00271,0.00271,0.444444,0.00542,0.00271,0,0,0.03252,0.00271,0,0.00813,0,0.00813,0.00271,0.00271,0.02981,0.01084,0.00542,0.00271,0,0.01084,0.170732,0.01084,0,0.02981,0.04878,0.03794,0.0271,0.02981,0.01084,0.165312,0.059621,0.02168,0,0.04336,0.176152,0.00271,0.01355,0.00271,0,0.00542,0,0,0,0.056911,0.094851,0,0.01084,0.01084,0.051491,0.105691,0.097561,0.01355,0.02439,0.00271,19,0,5,0,36,0,0,2.025,10.375,3,1,0,4,0,19,0,67.375,0,12.025,79.4,67.375,0.507491,0,0.213319,0,0.66129,0,0,0.098954,0.360067,0.139931,0.051443,0,0.17826,0,0.097852,0,0.159505,0,0.028468,0.187973,0.809348,0.812027,26,0
96,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.081299,0.199346,0.1377,0.226419,0.209284,0.145952,0.045,0.796,0.109,0.043,0.007,1659,22.418919,74,0.297167,0,0,0,0,93.694592,8.543704,87.270214,50.522001,0.805907,0.018686,0.0434,0.022905,0.040989,0.014467,0.169982,0.006631,0.001808,0.01748,0.08921,0,0.07173,0.010247,0.002411,0.011453,0.004822,0.069922,0.003617,0.051838,0.023508,0.040989,0,0.000603,0.020494,0.014467,0.113924,0,0.001808,0.002411,0.022303,0,0.015069,0.052441,0.000603,0.000603,0.455696,0.003617,0.011453,0.002411,0.004822,0.037372,0.001808,0.001808,0.010247,0.015672,0.007233,0.053647,0.014467,0.020494,0.011453,0.013261,0.000603,0.001206,0.015672,0.218807,0.001808,0,0.021097,0.077155,0.07173,0.051236,0.026522,0.077758,0.151296,0.088608,0.012055,0.000603,0.01748,0.14346,0.001206,0.011453,0.003617,0.002411,0.006631,0,0.003014,0.036769,0.147077,0.068113,0,0.013864,0.006028,0.057263,0.127185,0.137432,0.003014,0.048825,0.000603,45.4,0,130.675,1,16.75,7,13,40.875,24,38.425,18.5,40.875,51.5,0,45.4,10,170.025,30,219.3,408.325,170.025,0.541309,0,0.772558,0.025335,0.303328,0.153945,0.252571,0.51515,0.38418,0.499702,0.324728,0.51515,0.572408,0,0.403284,0.20631,0.086822,0.015319,0.111983,0.208507,-0.644303,0.791493,109,0
97,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.0639,0.2645,0.121862,0.182765,0.229846,0.137127,0.052,0.714,0.172,0.02,0.042,414,29.571429,14,0.415459,0,0,0,0,89.506958,13.901281,68.538992,1,0.780193,0.014493,0.089372,0.038647,0.067633,0.016908,0.154589,0.033816,0.004831,0.014493,0.065217,0,0.065217,0,0,0.024155,0.012077,0.101449,0,0.065217,0.062802,0.067633,0,0,0.031401,0.009662,0.103865,0,0,0,0.007246,0,0.004831,0.05314,0.007246,0.007246,0.42029,0,0.031401,0,0,0.02657,0,0,0.024155,0.024155,0.002415,0.016908,0.007246,0.012077,0.009662,0.050725,0,0,0.002415,0.251208,0.007246,0,0.031401,0.033816,0.041063,0.036232,0.016908,0.067633,0.144928,0.062802,0.033816,0.002415,0.031401,0.120773,0.002415,0.009662,0.021739,0.009662,0,0,0,0.021739,0.07971,0.045894,0,0.012077,0.004831,0.060386,0.103865,0.120773,0.002415,0.031401,0.007246,5,0,121.875,1,3,14.75,8,30,12,48.375,11.875,4,10.875,0,5,0,43.75,22.75,165.375,225.625,43.75,0.230063,0,0.879277,0.056391,0.152028,0.468504,0.323452,0.641942,0.417635,0.742994,0.415091,0.192927,0.393905,0,0.567988,0,0.074326,0.038649,0.280951,0.383309,-0.911341,0.616691,51,0
98,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.130995,0.154481,0.073668,0.206721,0.303702,0.130433,0.291,0.276,0.33,0.021,0.082,1102,21.192308,52,0.344828,0,0,0,0,91.808141,35.020277,82.736889,22.947148,0.824864,0.011797,0.038113,0.03539,0.03176,0.019964,0.170599,0.005445,0,0.013612,0.098004,0.000907,0.062613,0.010889,0.002722,0.005445,0.002722,0.060799,0.000907,0.059891,0.021779,0.051724,0,0.010889,0.024501,0.004537,0.092559,0,0.012704,0.000907,0.022686,0,0.00726,0.082577,0,0,0.46098,0.009982,0.022686,0.008167,0.00726,0.044465,0.002722,0.000907,0.017241,0.018149,0.008167,0.022686,0.005445,0.024501,0.012704,0.016334,0.000907,0.001815,0.030853,0.214156,0.00363,0,0.026316,0.058984,0.089837,0.045372,0.014519,0.053539,0.139746,0.089837,0.008167,0.000907,0.032668,0.164247,0,0.001815,0.010889,0.00726,0.002722,0,0,0.021779,0.129764,0.084392,0,0.009982,0.00726,0.058984,0.119782,0.123412,0.00726,0.062613,0.001815,11,0,112,2,19,0,5,22.375,2.83,121,13,1,16,12,11,0,47.83,10,262.375,315.205,47.83,0.254341,0,0.776435,0.058396,0.370739,0,0.134232,0.409618,0.080675,0.789565,0.287299,0.030076,0.331613,0.271192,0.822073,0,0.035957,0.007518,0.197244,0.23696,-0.903924,0.76304,87,0
99,P,DISAGREEMENT,SUBJECTIVE,92,NONIRONIC,0.134411,0.106061,0.367273,0.18176,0.154248,0.056246,0.024,0.787,0.074,0.018,0.097,172,24.571429,7,0.302326,0,0,0,0,78.542603,30.99557,97.217368,95.288504,0.895349,0.023256,0.040698,0.046512,0.05814,0.023256,0.127907,0,0.005814,0.005814,0.05814,0,0.040698,0.093023,0.005814,0.023256,0.017442,0.110465,0.005814,0.063953,0.023256,0.069767,0,0,0.023256,0,0.063953,0.011628,0,0,0.052326,0,0.011628,0.046512,0.005814,0.005814,0.494186,0.081395,0.005814,0,0,0.02907,0,0,0.040698,0.023256,0.005814,0,0,0.017442,0.011628,0.005814,0,0,0.017442,0.174419,0.005814,0,0.011628,0.023256,0.023256,0.110465,0.052326,0.011628,0.151163,0.139535,0.011628,0,0.011628,0.168605,0.011628,0.005814,0,0,0,0,0.005814,0.052326,0.168605,0.087209,0,0.011628,0,0.063953,0.104651,0.087209,0,0.005814,0.05814,20.46,0,5,0,2,0,0,0,3.73,12.73,7,14.73,20.46,0,20.46,0,58.65,0,12.73,71.38,58.65,0.63359,0,0.29705,0,0.144591,0,0,0,0.239684,0.518277,0.371705,0.554548,0.63359,0,0.336471,0,0.255689,0,0.055497,0.311187,0.845881,0.688813,14,1
100,P,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.089159,0.106944,0.044715,0.129374,0.518143,0.111664,0.299,0.161,0.374,0.089,0.078,1546,18.626506,83,0.352523,0,0,0,0,96.103086,12.953305,72.402803,32.430327,0.827943,0.022639,0.045278,0.037516,0.031695,0.018111,0.183053,0.006468,0.000647,0.009056,0.110608,0,0.059508,0.005175,0.000647,0.015524,0.009702,0.076326,0.001294,0.06727,0.023933,0.045925,0,0.00194,0.023933,0.005175,0.098965,0,0.000647,0.002587,0.000647,0,0.006468,0.076973,0.001294,0.001294,0.460543,0.00194,0.01423,0.002587,0.003881,0.038163,0.000647,0.001294,0.010349,0.013583,0.031695,0.021992,0.012937,0.016818,0.01229,0.013583,0,0,0.031695,0.234153,0.007762,0.001294,0.029107,0.062096,0.094437,0.029754,0.017464,0.050453,0.150065,0.067917,0.029754,0.000647,0.033635,0.122898,0.003234,0.010996,0.006468,0.001294,0.010349,0,0.001294,0.013583,0.094437,0.06533,0.000647,0.014877,0.006468,0.043338,0.119017,0.115783,0.003234,0.048512,0.002587,35.625,0,88,2,8.35,15,15,25,14,25,35.775,23,35.875,10,35.625,0,126,30,153.9,304.9,126,0.466491,0,0.683532,0.046791,0.170085,0.269092,0.269092,0.380268,0.25574,0.380268,0.467536,0.360823,0.468231,0.197071,0.595172,0,0.071881,0.017114,0.087797,0.17394,-0.491979,0.82606,98,0
101,N,AGREEMENT,OBJECTIVE,100,NONIRONIC,0.059905,0.299785,0.083593,0.159874,0.316445,0.080399,0.065,0.67,0.221,0.005,0.04,80,20,4,0.3875,0,0,0,0,99,3.366667,89.418182,2.890173,0.7,0,0.0125,0.0125,0.025,0,0.1,0.025,0,0,0.1125,0,0.0375,0.0125,0.0125,0.025,0,0.025,0,0.0125,0.0125,0.0125,0,0.025,0,0,0.0375,0,0.0125,0,0,0,0,0.0625,0,0,0.425,0,0.025,0.0125,0,0.025,0,0,0,0.025,0,0.0625,0,0.0125,0,0.025,0,0,0.025,0.175,0.0125,0.025,0.0375,0.05,0.0875,0.0375,0,0.0375,0.1875,0.0625,0.0125,0,0,0.1375,0.0125,0,0,0,0.0125,0,0,0.0375,0.125,0.1,0,0,0,0.025,0.075,0.1125,0,0.0375,0,0,0,19,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,34,34,0,0,0,0.679925,0,0,0,0,0,0,0.501553,0,0,0,0,0.527864,0,0,0,0.311927,0.311927,-0.843159,0.688073,5,0
102,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.061511,0.452871,0.034334,0.121942,0.15938,0.169962,0.127,0.382,0.224,0.063,0.204,1300,16.455696,79,0.302308,0,0,0,0,67.64168,10.698368,89.068531,84.234432,0.838462,0.043077,0.047692,0.038462,0.057692,0.03,0.195385,0.005385,0.000769,0.023077,0.078462,0,0.085385,0.009231,0.002308,0.025385,0.023846,0.141538,0.000769,0.070769,0.022308,0.070769,0.004615,0.002308,0.037692,0.019231,0.115385,0,0.002308,0,0.006154,0,0.011538,0.026154,0.001538,0.001538,0.506154,0.003846,0.007692,0.002308,0,0.049231,0.001538,0.000769,0.029231,0.019231,0.005385,0.006154,0.004615,0.017692,0.024615,0.012308,0.001538,0,0.014615,0.234615,0.006923,0.004615,0.015385,0.064615,0.066154,0.076154,0.045385,0.051538,0.120769,0.125385,0.013846,0.001538,0.018462,0.097692,0.013846,0.012308,0.006154,0.001538,0.007692,0,0.000769,0.01,0.147692,0.044615,0,0.024615,0.028462,0.037692,0.136154,0.142308,0.016923,0.041538,0.020769,142.95,0,84,2,25,1,37,24,19,64,43,6,76,0,142.95,0,297.95,43,190.625,517.575,297.95,0.782434,0,0.678792,0.047905,0.386105,0.02454,0.48209,0.376475,0.323409,0.616872,0.519642,0.13115,0.656592,0,0.55525,0,0.17782,0.025663,0.113767,0.308894,0.792464,0.691106,142,1
103,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.022018,0.627155,0.038691,0.115227,0.148287,0.048622,0.07,0.236,0.511,0.008,0.174,251,20.916667,12,0.2749,0.007968,0,0,0,73.990021,21.836575,90.554933,19.799911,0.87251,0,0.011952,0.011952,0.027888,0.01992,0.163347,0.003984,0.003984,0.023904,0.059761,0,0.103586,0.015936,0.003984,0.035857,0.01992,0.139442,0,0.031873,0.011952,0.031873,0,0,0.01992,0.007968,0.071713,0.015936,0,0.011952,0,0,0,0.01992,0.007968,0.007968,0.505976,0.007968,0.003984,0.015936,0,0.095618,0.023904,0,0.039841,0.011952,0.011952,0,0,0.007968,0.011952,0.015936,0.023904,0,0.023904,0.239044,0.023904,0.003984,0.031873,0.051793,0.063745,0.067729,0.011952,0.035857,0.143426,0.163347,0.023904,0.003984,0.007968,0.111554,0.01992,0.003984,0.011952,0,0.011952,0,0.003984,0,0.123506,0.075697,0.003984,0.01992,0.023904,0.023904,0.151394,0.167331,0,0.015936,0.043825,0,0,21.83,0,4,0,0,19.56,0.73,7,0,0,9.73,0,0,0,15.19,7.25,44.29,66.73,15.19,0,0,0.584911,0,0.205213,0,0,0.558029,0.045001,0.311223,0,0,0.385775,0,0,0,0.051191,0.024433,0.14926,0.224885,-0.726511,0.775115,21,1
104,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.091302,0.221245,0.141458,0.291719,0.129991,0.124286,0.104,0.615,0.171,0.063,0.047,846,18.391304,46,0.294326,0,0,0,0,97.119636,21.14634,69.86052,82.788325,0.777778,0.037825,0.040189,0.035461,0.043735,0.01773,0.187943,0,0.002364,0.024823,0.107565,0,0.042553,0.01182,0.004728,0.00591,0.013002,0.055556,0.001182,0.070922,0.022459,0.041371,0,0,0.016548,0.004728,0.092199,0,0.003546,0.00591,0.008274,0,0.00591,0.065012,0,0,0.457447,0.007092,0.01182,0.001182,0.010638,0.033097,0.001182,0,0.009456,0.014184,0.033097,0.028369,0.001182,0.021277,0.01182,0.00591,0.001182,0,0.033097,0.216312,0.004728,0,0.028369,0.053191,0.056738,0.055556,0.037825,0.039007,0.169031,0.088652,0.015366,0,0.033097,0.159574,0.002364,0.024823,0.003546,0.003546,0.010638,0,0,0.029551,0.08747,0.083924,0,0.007092,0.01182,0.05792,0.114657,0.117021,0.003546,0.023641,0,78.75,0,8,6,5,4,0,8,53.625,17,16,45.725,34,0,78.75,1,192.1,15,44,248.1,192.1,0.721937,0,0.208706,0.165146,0.141517,0.116511,0,0.208706,0.638724,0.359169,0.345337,0.601198,0.528512,0,0.141517,0.031917,0.186125,0.014533,0.042632,0.240384,0.873501,0.759616,62,0
105,NEU,DISAGREEMENT,SUBJECTIVE,84,NONIRONIC,0.12705,0.132762,0.04526,0.287342,0.235607,0.171979,0.157,0.381,0.391,0.024,0.047,2281,19.495726,117,0.306006,0,0,0,0,92.052785,49.412538,66.316716,49.427444,0.811486,0.006576,0.055677,0.041648,0.035949,0.018413,0.170978,0.003507,0.003069,0.017098,0.095572,0.000877,0.051293,0.027181,0.017975,0.009206,0.018413,0.080666,0.004384,0.068391,0.020605,0.043402,0,0.002192,0.019728,0.006576,0.053924,0.000877,0.003069,0.015344,0.008768,0,0.004822,0.044717,0.003507,0.003507,0.465147,0.003507,0.007014,0.012714,0.031565,0.039018,0.00263,0.005699,0.014467,0.013591,0.037703,0.007453,0.003946,0.023235,0.010522,0.011399,0,0.000877,0.016221,0.204296,0.005261,0.000877,0.03858,0.04954,0.067953,0.065322,0.024112,0.020167,0.143358,0.10434,0.01929,0.000877,0.023674,0.159141,0.000877,0.007453,0.00263,0.002192,0.014029,0,0.004822,0.009206,0.089873,0.097326,0.000877,0.020605,0.009645,0.039456,0.099079,0.104779,0.002192,0.014906,0.012714,90.1875,6,62.2,3,76.346875,6.625,4,46.2,2.73,86.3,75.88,73.125,50.35,4,90.1875,1,363.4275,24.625,203,577.4275,363.4275,0.650886,0.110348,0.562522,0.058396,0.612144,0.120458,0.076374,0.488509,0.053421,0.640809,0.610687,0.601859,0.51001,0.076374,0.571436,0.020254,0.134382,0.009105,0.075062,0.213512,0.824257,0.786488,154,0
106,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.056292,0.457477,0.091282,0.135466,0.1718,0.087682,0.056,0.632,0.178,0.024,0.109,251,27.888889,9,0.338645,0,0,0,0,96.887518,9.546357,73.815007,32.6144,0.772908,0.015936,0.051793,0.027888,0.063745,0.015936,0.14741,0.01992,0.007968,0.011952,0.095618,0.003984,0.079681,0.003984,0,0.031873,0.007968,0.119522,0,0.051793,0.035857,0.031873,0.007968,0.011952,0.015936,0.023904,0.111554,0,0,0,0.007968,0,0.023904,0.01992,0,0,0.454183,0,0.007968,0.003984,0,0.039841,0.003984,0.003984,0.023904,0.003984,0.007968,0.003984,0.003984,0.003984,0.003984,0.027888,0,0,0.003984,0.219124,0.003984,0.003984,0.011952,0.035857,0.067729,0.031873,0.031873,0.071713,0.171315,0.071713,0.035857,0,0.031873,0.12749,0,0.007968,0.007968,0,0.003984,0,0,0.011952,0.075697,0.059761,0,0.031873,0.011952,0.063745,0.135458,0.135458,0.007968,0.039841,0,18.8,0,30.625,0,3,4,9,12,3,43.5,1,5,3,0,18.8,1,28.8,13,77.125,117.925,28.8,0.583554,0,0.695368,0,0.182744,0.229668,0.401492,0.472136,0.182744,0.764279,0.069365,0.271497,0.182744,0,0,0.069365,0.084229,0.03802,0.225561,0.344886,-0.835902,0.655114,27,1
107,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.156694,0.248766,0.044031,0.200792,0.206544,0.143173,0.052,0.53,0.175,0.057,0.185,613,17.514286,35,0.373573,0,0,0,0,96.551483,23.371101,64.637182,28.485536,0.769984,0.040783,0.03752,0.022838,0.034258,0.008157,0.163132,0.003263,0.006525,0.006525,0.106036,0,0.066884,0.009788,0.003263,0.009788,0.011419,0.070147,0.001631,0.055465,0.016313,0.050571,0,0,0.026101,0.014682,0.092985,0,0,0.001631,0,0,0.022838,0.045677,0,0,0.417618,0.006525,0.016313,0.001631,0.004894,0.039152,0,0,0.009788,0.009788,0.001631,0.008157,0,0.026101,0.003263,0.016313,0,0,0.039152,0.21044,0.004894,0,0.022838,0.06199,0.065253,0.011419,0.017945,0.055465,0.133768,0.050571,0.011419,0,0.032626,0.141925,0,0.013051,0.004894,0,0.004894,0,0,0.001631,0.071778,0.068515,0,0.009788,0.004894,0.047308,0.120718,0.112561,0,0.06199,0,29.25,0,27.75,0,9,4,4,8,8,67,8,3,1,0,29.25,1,58.25,8,75.75,131,58.25,0.525064,0,0.511922,0,0.253825,0.13133,0.13133,0.23217,0.23217,0.716903,0.23217,0.101842,0.03642,0,0.522923,0.03642,0.082977,0.011396,0.107906,0.18661,-0.483315,0.81339,42,0
108,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.19703,0.17096,0.10647,0.186233,0.144722,0.194584,0.059,0.529,0.202,0.143,0.067,1185,16.690141,71,0.270886,0,0,0,0,90.875931,37.393395,57.695878,71.687623,0.772152,0.039662,0.080169,0.037975,0.043038,0.007595,0.162869,0,0.004219,0.013502,0.100422,0,0.077637,0.003376,0,0.023629,0.007595,0.127426,0.005907,0.052321,0.031224,0.064135,0,0,0.042194,0.028692,0.105485,0,0,0.001688,0.027848,0,0.022785,0.022785,0,0,0.443038,0.002532,0.000844,0,0,0.032068,0.001688,0,0.01097,0.01519,0,0.012658,0.000844,0.024473,0.008439,0.009283,0,0.001688,0.02616,0.248945,0.003376,0.000844,0.014346,0.083544,0.021097,0.025316,0.033755,0.07173,0.122363,0.057384,0.023629,0,0.003376,0.183122,0.000844,0.03038,0.005907,0.005063,0.01097,0,0.000844,0.016878,0.063291,0.102954,0,0.04557,0.001688,0.063291,0.104641,0.113924,0.005907,0.019409,0.000844,48.15,0,2,1,36.2,12,12.25,0,56.375,33.2,17.49,98.5,12,0,48.15,13,204.34,36.25,59.775,297.365,204.34,0.560974,0,0.0504,0.025851,0.489965,0.241532,0.245329,0,0.599365,0.468378,0.317004,0.723292,0.241532,0,0.474861,0.256497,0.145503,0.025812,0.042564,0.211743,0.844368,0.788257,78,0
109,N,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.121583,0.224489,0.172977,0.215527,0.157793,0.107631,0.025,0.743,0.117,0.032,0.084,331,27.583333,12,0.374622,0,0,0,0,98.092201,26.436354,82.552715,30.894907,0.806647,0.021148,0.024169,0.012085,0.069486,0.018127,0.202417,0.006042,0.009063,0.024169,0.084592,0,0.060423,0.015106,0,0.012085,0.009063,0.063444,0,0.081571,0.021148,0.042296,0,0.003021,0.024169,0.009063,0.099698,0,0,0,0,0,0.009063,0.060423,0,0,0.432024,0.006042,0.024169,0,0,0.02719,0.018127,0.009063,0,0,0.006042,0.030211,0,0.015106,0.012085,0.033233,0.018127,0,0.030211,0.181269,0.012085,0,0.033233,0.048338,0.039275,0.02719,0.036254,0.045317,0.178248,0.054381,0.009063,0,0.036254,0.169184,0.003021,0.006042,0.015106,0.009063,0.009063,0,0,0.012085,0.117825,0.102719,0,0.018127,0.003021,0.05136,0.10574,0.117825,0.012085,0.02719,0,2,0,37,1,0,0,1.625,4,0,70.475,23,10,14,3,2,0,45,1.625,137.475,184.1,45,0.114338,0,0.70487,0.060636,0,0,0.094935,0.205213,0,0.819792,0.597528,0.392281,0.474706,0.162233,0.795869,0,0.095319,0.003442,0.291199,0.38996,-0.894088,0.61004,43,0
