@relation Training-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute ID numeric
@attribute score_tag {P,N,NEU,NONE,P+,N+}
@attribute agreement {DISAGREEMENT,AGREEMENT}
@attribute subjectivity {SUBJECTIVE,OBJECTIVE}
@attribute confidence numeric
@attribute irony {NONIRONIC,IRONIC}
@attribute happy numeric
@attribute angry numeric
@attribute bored numeric
@attribute fear numeric
@attribute sad numeric
@attribute excited numeric
@attribute spam numeric
@attribute news numeric
@attribute feedback numeric
@attribute marketing numeric
@attribute query numeric
@attribute word_count numeric
@attribute words_per_sentence numeric
@attribute sentence_count numeric
@attribute six_plus_words numeric
@attribute emojis numeric
@attribute emoticons numeric
@attribute hashtags numeric
@attribute urls numeric
@attribute analytical_thinking numeric
@attribute authentic numeric
@attribute clout numeric
@attribute emotional_tone numeric
@attribute dictionary_words numeric
@attribute achievement numeric
@attribute adjectives numeric
@attribute adverbs numeric
@attribute affect numeric
@attribute affiliation numeric
@attribute all_punctuation numeric
@attribute anger_words numeric
@attribute anxiety_words numeric
@attribute apostrophes numeric
@attribute articles numeric
@attribute assent numeric
@attribute auxiliary_verbs numeric
@attribute biological_processes numeric
@attribute body numeric
@attribute causation numeric
@attribute certainty numeric
@attribute cognitive_processes numeric
@attribute colons numeric
@attribute commas numeric
@attribute comparisons numeric
@attribute conjunctions numeric
@attribute dashes numeric
@attribute death numeric
@attribute differentiation numeric
@attribute discrepancies numeric
@attribute drives numeric
@attribute exclamations numeric
@attribute family numeric
@attribute feel numeric
@attribute female numeric
@attribute filler_words numeric
@attribute focus_future numeric
@attribute focus_past numeric
@attribute focus_present numeric
@attribute friends numeric
@attribute function_words numeric
@attribute health numeric
@attribute hear numeric
@attribute home numeric
@attribute i numeric
@attribute impersonal_pronouns numeric
@attribute informal_language numeric
@attribute ingestion numeric
@attribute insight numeric
@attribute interrogatives numeric
@attribute leisure numeric
@attribute male numeric
@attribute money numeric
@attribute motion numeric
@attribute negations numeric
@attribute negative_emotion_words numeric
@attribute netspeak numeric
@attribute nonfluencies numeric
@attribute numbers numeric
@attribute other_grammar numeric
@attribute other_punctuation numeric
@attribute parentheses numeric
@attribute perceptual_processes numeric
@attribute periods numeric
@attribute personal_concerns numeric
@attribute personal_pronouns numeric
@attribute positive_emotion_words numeric
@attribute power numeric
@attribute prepositions numeric
@attribute pronouns numeric
@attribute quantifiers numeric
@attribute question_marks numeric
@attribute quotes numeric
@attribute relativity numeric
@attribute religion numeric
@attribute reward numeric
@attribute risk numeric
@attribute sad_words numeric
@attribute see numeric
@attribute semicolons numeric
@attribute sexual numeric
@attribute she_he numeric
@attribute social numeric
@attribute space numeric
@attribute swear_words numeric
@attribute tentative numeric
@attribute they numeric
@attribute time numeric
@attribute time_orientation numeric
@attribute verbs numeric
@attribute we numeric
@attribute work numeric
@attribute you numeric
@attribute admiration_count numeric
@attribute amusement_count numeric
@attribute anger_count numeric
@attribute boredom_count numeric
@attribute calmness_count numeric
@attribute curiosity_count numeric
@attribute desire_count numeric
@attribute disgust_count numeric
@attribute excitement_count numeric
@attribute fear_count numeric
@attribute gratitude_count numeric
@attribute joy_count numeric
@attribute love_count numeric
@attribute pain_count numeric
@attribute sadness_count numeric
@attribute surprise_count numeric
@attribute goodfeel_count numeric
@attribute ambifeel_count numeric
@attribute badfeel_count numeric
@attribute emotionality_count numeric
@attribute sentiment_count numeric
@attribute admiration_score numeric
@attribute amusement_score numeric
@attribute anger_score numeric
@attribute boredom_score numeric
@attribute calmness_score numeric
@attribute curiosity_score numeric
@attribute desire_score numeric
@attribute disgust_score numeric
@attribute excitement_score numeric
@attribute fear_score numeric
@attribute gratitude_score numeric
@attribute joy_score numeric
@attribute love_score numeric
@attribute pain_score numeric
@attribute sadness_score numeric
@attribute surprise_score numeric
@attribute goodfeel_score numeric
@attribute ambifeel_score numeric
@attribute badfeel_score numeric
@attribute emotionality_score numeric
@attribute sentiment_score numeric
@attribute non_emotion_score numeric
@attribute emotion_word_count numeric
@attribute Class {0,1}

@data
456,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.065849,0.246183,0.180375,0.145397,0.258042,0.104153,0.02,0.117,0.126,0.134,0.603,1050,17.79661,59,0.331429,0,0,0,0,93.000258,39.047009,56.43619,34.003527,0.840952,0.037143,0.053333,0.031429,0.030476,0.007619,0.173333,0.002857,0.001905,0.013333,0.082857,0,0.068571,0.004762,0,0.038095,0.006667,0.11619,0.002857,0.066667,0.038095,0.062857,0,0,0.035238,0.008571,0.075238,0,0,0,0.001905,0,0.017143,0.044762,0,0,0.444762,0.00381,0.009524,0.000952,0.005714,0.034286,0,0.000952,0.026667,0.008571,0.001905,0.011429,0.022857,0.021905,0.015238,0.012381,0,0,0.027619,0.234286,0.010476,0.001905,0.01619,0.06,0.120952,0.022857,0.017143,0.034286,0.149524,0.057143,0.030476,0.000952,0.017143,0.137143,0,0.009524,0.006667,0.006667,0.005714,0,0,0.002857,0.067619,0.077143,0,0.02,0.009524,0.04,0.131429,0.12381,0.002857,0.115238,0.001905,49.5,0,30.8,2,1.625,0,0,2,10,24,11,11.4,19,0,49.5,10,80.525,10,89.55,177.075,80.525,0.590332,0,0.472747,0.055019,0.045169,0,0,0.055019,0.225473,0.411303,0.242552,0.249174,0.356131,0,0.480325,0.225473,0.068703,0.008532,0.076403,0.151078,-0.2709,0.848922,55,0
457,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.151822,0.207819,0.073567,0.223542,0.128136,0.215113,0.034,0.768,0.085,0.07,0.043,836,76,11,0.386364,0,0,0,0,92.565691,8.284963,79.205476,9.561106,0.741627,0.009569,0.028708,0.017943,0.0311,0.011962,0.167464,0.001196,0.001196,0.010766,0.074163,0.001196,0.046651,0.001196,0.001196,0.013158,0.009569,0.038278,0,0.045455,0.014354,0.037081,0.014354,0.003589,0.001196,0.001196,0.065789,0,0.001196,0.003589,0.004785,0,0.007177,0.0311,0,0,0.388756,0,0.004785,0,0,0.068182,0.001196,0,0.014354,0.010766,0,0.009569,0.058612,0.011962,0.001196,0.021531,0,0,0.043062,0.16866,0.027512,0.011962,0.011962,0.017943,0.123206,0.0311,0.008373,0.038278,0.120813,0.099282,0.010766,0,0.035885,0.125598,0.003589,0.001196,0.011962,0.004785,0.003589,0.003589,0,0.013158,0.075359,0.059809,0,0.002392,0.009569,0.053828,0.084928,0.077751,0.008373,0.093301,0,21.675,0,56.3,0,3,20,3,5.2,1.83,124.8,3,6,16.3,8,21.675,10,49.13,34,170.875,236.33,49.13,0.593715,0,0.791482,0,0.168233,0.574178,0.168233,0.25958,0.109828,0.893775,0.168233,0.288013,0.52357,0.350379,0.706332,0.4027,0.048198,0.033355,0.167635,0.231848,-0.920685,0.768152,53,1
458,P,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.596054,0.064888,0,0.106969,0.076991,0.155097,0.284,0.137,0.527,0.025,0.028,3579,13.980469,256,0.265437,0,0,0,0,82.682174,56.18334,79.739856,46.911428,0.82062,0.006985,0.054484,0.038558,0.035764,0.044705,0.21235,0.003073,0.001956,0.019559,0.080469,0.001397,0.067058,0.017882,0.006706,0.008103,0.013412,0.083263,0.005588,0.079911,0.025985,0.052808,0,0.000279,0.025147,0.010897,0.090528,0.000559,0.002794,0.00475,0.006147,0,0.00475,0.070131,0.002235,0.002235,0.48589,0.004471,0.00922,0.005309,0.022073,0.041911,0.005309,0.006147,0.012015,0.012015,0.014529,0.01397,0.005588,0.029617,0.012573,0.012015,0.001118,0.001956,0.024029,0.243085,0.005309,0.001956,0.034926,0.06594,0.034367,0.085778,0.02347,0.024308,0.140821,0.127969,0.022073,0.005309,0.02822,0.185527,0.002794,0.010897,0.006985,0.003073,0.017323,0,0.000279,0.014529,0.098631,0.108131,0.000279,0.020397,0.004471,0.050293,0.118748,0.13663,0.038279,0.008662,0.006426,213.4,5,84.5,2,30.35,27.75,29.35,66.95,0.73,81.375,47.6,88,109.73,3,213.4,10,476.19,73.1,291.375,830.665,476.19,0.748892,0.065313,0.541479,0.027191,0.297829,0.279444,0.29087,0.483379,0.010099,0.532109,0.399482,0.551537,0.605293,0.040239,0.542724,0.122618,0.113631,0.017444,0.06953,0.198218,0.785072,0.801782,219,0
459,P,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.081949,0.272582,0.092181,0.243061,0.201862,0.108366,0.074,0.577,0.124,0.115,0.11,146,16.222222,9,0.239726,0,0,0,0,62.639269,38.051809,63.402529,37.906139,0.719178,0,0.013699,0.047945,0.047945,0.034247,0.342466,0,0,0.034247,0.034247,0,0.047945,0.013699,0.006849,0.013699,0.006849,0.068493,0.020548,0.041096,0.013699,0.047945,0.013699,0.020548,0.020548,0,0.089041,0.006849,0,0.006849,0,0,0.006849,0.054795,0,0,0.328767,0.006849,0.006849,0,0.013699,0.075342,0.027397,0,0.013699,0.013699,0.013699,0,0,0.027397,0.013699,0.020548,0.027397,0,0.075342,0.253425,0.082192,0.020548,0.041096,0.089041,0.034247,0.041096,0.027397,0.020548,0.075342,0.116438,0.013699,0.020548,0.013699,0.143836,0,0.027397,0.006849,0.006849,0.020548,0,0,0,0.054795,0.041096,0,0.013699,0,0.075342,0.143836,0.130137,0.013699,0,0.013699,6,0,9.75,0,0,0,0,5.73,0,13.48,7.73,0,3,0,6,0,13.73,0,15.48,29.21,13.73,0.309017,0,0.420868,0,0,0,0,0.299273,0,0.501182,0.365547,0,0.182744,0,0.501182,0,0.083106,0,0.093699,0.176805,-0.155738,0.823195,10,1
460,NEU,DISAGREEMENT,SUBJECTIVE,76,IRONIC,0.180813,0.100375,0.059568,0.212645,0.168448,0.278151,0.119,0.643,0.13,0.091,0.017,1455,15.645161,93,0.249485,0,0,0,0,78.803676,5.007446,81.975388,24.676117,0.818557,0.010997,0.047423,0.043986,0.047423,0.012371,0.265292,0.009622,0.00756,0.034364,0.077663,0.000687,0.065292,0.014433,0.002749,0.013746,0.013058,0.080412,0,0.067354,0.02268,0.047423,0,0.001375,0.019244,0.012371,0.090722,0.000687,0.000687,0.001375,0.008935,0,0.010309,0.060481,0.001375,0.001375,0.468729,0.002749,0.019244,0.002749,0.01512,0.052921,0.006186,0.006873,0.018557,0.019931,0.019931,0.066667,0.010309,0.014433,0.015808,0.024055,0.004124,0.000687,0.017182,0.242612,0.01512,0.005498,0.032302,0.086598,0.061856,0.076976,0.023368,0.059107,0.127148,0.129897,0.018557,0.003436,0.052234,0.117526,0.000687,0.008247,0.003436,0.002749,0.010997,0,0.002062,0.046735,0.131959,0.054296,0.000687,0.015808,0.004811,0.048797,0.13677,0.145704,0.006186,0.030241,0.004124,46.25,19.73,117.75,3,16,7.5,20,36.75,3.83,126.75,28.5,18.48,42.03,0,46.25,12,153.94,40.5,263,452.44,153.94,0.517467,0.313883,0.731922,0.065037,0.270601,0.14814,0.316818,0.460078,0.081563,0.746125,0.397891,0.299962,0.493555,0,0.493376,0.217676,0.086027,0.022633,0.146973,0.252839,-0.781479,0.747161,118,0
461,P,DISAGREEMENT,SUBJECTIVE,83,NONIRONIC,0.231309,0.138467,0.057876,0.10808,0.07235,0.391919,0.12,0.515,0.137,0.209,0.019,1647,11.280822,146,0.24833,0,0,0,0,94.794836,16.343321,72.805485,82.349431,0.806922,0.026108,0.044323,0.017608,0.047966,0.015179,0.204007,0.002429,0.001821,0.026108,0.106254,0.001214,0.061324,0.004857,0.001821,0.010929,0.006679,0.076503,0.003036,0.05343,0.024287,0.048573,0,0,0.023072,0.012143,0.068002,0,0.002429,0.001821,0.023679,0,0.006679,0.049787,0,0,0.469945,0.003036,0.012143,0.000607,0.015179,0.039466,0.006072,0,0.016393,0.010929,0.04068,0.020644,0.003643,0.010322,0.011536,0.007893,0.00425,0.000607,0.034608,0.225865,0.002429,0.001214,0.023679,0.086825,0.074681,0.059502,0.039466,0.030358,0.14997,0.098968,0.020644,0.001821,0.029144,0.132969,0.000607,0.017001,0.001821,0.001214,0.009107,0,0,0.024287,0.104432,0.08561,0,0.015786,0.013965,0.039466,0.114754,0.120826,0.001821,0.030965,0.00425,65.425,3,45.925,4.803125,24.1875,0,22,40.075,20.005,23.175,14,59.37,25.7975,0,65.425,0,201.895,26,108.178125,326.27,201.895,0.547664,0.052597,0.459424,0.08163,0.309206,0,0.289333,0.425822,0.270184,0.300148,0.20577,0.523513,0.323137,0,0.289333,0,0.108413,0.013961,0.058089,0.1752,0.71037,0.8248,111,0
462,NEU,DISAGREEMENT,SUBJECTIVE,74,IRONIC,0.293099,0.115621,0.042378,0.112122,0.083883,0.352897,0.025,0.699,0.096,0.177,0.004,2233,20.486239,109,0.238245,0,0,0,0,53.558761,31.406265,70.770697,23.661388,0.873265,0.010748,0.036722,0.060009,0.027765,0.011196,0.163009,0.002239,0.00403,0.023735,0.067174,0,0.095387,0.007165,0.004478,0.012539,0.018361,0.099866,0.007165,0.050605,0.021048,0.087326,0.002687,0.000896,0.032244,0.017465,0.079266,0.000448,0,0.002687,0,0,0.025526,0.043887,0,0,0.555755,0.000448,0.008509,0.002239,0.004926,0.081057,0.001343,0.002239,0.013435,0.014778,0.008509,0.015226,0.030004,0.022839,0.019704,0.01433,0.000448,0.000448,0.017913,0.256158,0.008509,0.002239,0.025974,0.045231,0.065383,0.056426,0.012987,0.042096,0.135692,0.137483,0.023287,0.004478,0.017913,0.157188,0.000448,0.015226,0.005374,0.003583,0.012091,0,0,0.009404,0.081505,0.087326,0.000448,0.022391,0.011644,0.051052,0.163009,0.164353,0.008957,0.032691,0.021496,81.55,0,77.73,2,7,10,19,15.175,3.83,143.2,37,2.725,37,0,81.55,35.35,126.465,70.6,281.105,472.17,126.465,0.635915,0,0.624736,0.041076,0.130377,0.176396,0.289235,0.24529,0.075811,0.754119,0.442105,0.055145,0.442105,0,0.562375,0.430885,0.0489,0.027299,0.108695,0.182575,-0.824065,0.817425,119,1
463,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.193448,0.243483,0.034061,0.167495,0.092579,0.268933,0.067,0.679,0.149,0.078,0.027,354,20.823529,17,0.265537,0,0,0,0,55.741275,19.403746,90.774299,5.069994,0.822034,0.002825,0.028249,0.039548,0.025424,0.039548,0.20904,0.008475,0.002825,0.053672,0.062147,0,0.09887,0.016949,0,0.019774,0.022599,0.09887,0.002825,0.064972,0.014124,0.053672,0,0.00565,0.025424,0.008475,0.076271,0,0.002825,0,0,0,0.008475,0.019774,0,0,0.522599,0.014124,0.002825,0.016949,0.008475,0.062147,0.002825,0.002825,0.011299,0.014124,0.00565,0.014124,0.00565,0.016949,0.025424,0.022599,0.002825,0,0,0.217514,0.008475,0,0.008475,0.039548,0.036723,0.09322,0.002825,0.019774,0.121469,0.155367,0.033898,0.00565,0.033898,0.135593,0,0.00565,0.011299,0.002825,0.002825,0,0,0.014124,0.146893,0.087571,0,0.022599,0.025424,0.031073,0.149718,0.146893,0.028249,0.008475,0.016949,6,0,82.9,0,0.6,0,0,20,1,65.9,9.3,0,18,0,6,0,19.6,0,118.9,134.5,19.6,0.245508,0,0.818046,0,0.031514,0,0,0.520304,0.051443,0.78137,0.335267,0,0.493975,0,0.17826,0,0.042655,0,0.25876,0.292709,-0.883936,0.707291,29,0
464,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.190909,0.203834,0.064138,0.192361,0.14669,0.202067,0.085,0.687,0.159,0.045,0.025,160,13.333333,12,0.35625,0,0,0,0,97.099505,55.793333,42.557692,61.326923,0.75,0.01875,0.05,0.00625,0.05625,0.00625,0.175,0.00625,0,0,0.06875,0,0.05625,0,0,0.025,0.00625,0.08125,0,0.04375,0.01875,0.05625,0,0.00625,0.0375,0.0125,0.0875,0,0,0,0,0,0.00625,0.0375,0,0,0.39375,0,0.03125,0.00625,0.00625,0.025,0.0125,0,0.00625,0,0.00625,0,0.03125,0,0.01875,0.01875,0.0125,0,0,0.15,0.0125,0,0.04375,0.0625,0.1125,0.0125,0.0375,0.06875,0.1625,0.0375,0,0.00625,0.05,0.18125,0,0,0.0125,0.00625,0.0125,0,0,0,0.0375,0.11875,0,0.0125,0,0.0625,0.09375,0.10625,0,0.06875,0.00625,2,0,20,2,0,0,0,6.83,0,0,12.175,0,3,0,2,0,15.175,0,36.83,50.005,15.175,0.114338,0,0.563508,0.114338,0,0,0,0.305977,0,0,0.440056,0,0.162233,0,0.367468,0,0.077819,0,0.188867,0.256429,-0.664071,0.743571,15,0
465,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.127571,0.231167,0.021535,0.251231,0.197578,0.17092,0.053,0.748,0.139,0.021,0.039,909,15.40678,59,0.330033,0,0,0,0,94.047689,31.105977,75.252131,8.623883,0.766777,0.011001,0.051705,0.027503,0.038504,0.017602,0.242024,0.012101,0.0044,0.022002,0.079208,0.0011,0.057206,0.024202,0.0022,0.015402,0,0.046205,0.007701,0.072607,0.023102,0.048405,0,0.005501,0.015402,0.005501,0.078108,0.0022,0.008801,0,0.0011,0,0.011001,0.070407,0.0033,0.0033,0.39604,0.011001,0.012101,0.005501,0.005501,0.033003,0.0011,0.011001,0.006601,0.013201,0.028603,0.038504,0.006601,0.015402,0.005501,0.026403,0.0011,0,0.045105,0.234323,0.005501,0.006601,0.018702,0.088009,0.085809,0.034103,0.012101,0.040704,0.135314,0.067107,0.012101,0.005501,0.031903,0.179318,0,0.0033,0.008801,0.0033,0.006601,0,0,0.020902,0.091309,0.094609,0,0.007701,0.0044,0.069307,0.108911,0.118812,0.0011,0.042904,0.0022,18,0,53.9,2.8,2,0,6,27,1.73,71.58,11,9,15,0,18,10,50.14,16,132.28,196.67,50.14,0.343832,0,0.610757,0.075368,0.055019,0,0.148695,0.44009,0.047948,0.675722,0.242552,0.207607,0.303944,0,0.320468,0.225473,0.047722,0.015228,0.125901,0.187185,-0.771775,0.812815,55,0
466,N,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.172516,0.23573,0.067118,0.170228,0.081863,0.272545,0.04,0.839,0.078,0.037,0.007,713,20.970588,34,0.328191,0,0,0,0,84.75193,8.137294,85.998725,8.839652,0.785414,0.019635,0.047686,0.029453,0.058906,0.015428,0.206171,0.01683,0.004208,0.021038,0.064516,0.001403,0.057504,0.002805,0,0.015428,0.01122,0.095372,0,0.058906,0.029453,0.070126,0,0.012623,0.042076,0.01122,0.115007,0,0,0.001403,0.009818,0,0.01683,0.053296,0.001403,0.001403,0.458626,0.002805,0.018233,0.001403,0.008415,0.047686,0.004208,0,0.009818,0.018233,0.00561,0.065919,0.001403,0.015428,0.01122,0.033661,0,0.002805,0.015428,0.211781,0.00561,0,0.026648,0.084151,0.058906,0.064516,0.019635,0.078541,0.15007,0.112202,0.015428,0,0.036466,0.117812,0.001403,0.01122,0.009818,0.002805,0.007013,0,0,0.040673,0.154278,0.061711,0,0.018233,0,0.042076,0.126227,0.119215,0.008415,0.036466,0.007013,9.5,0,113,13,2,4,7,29,11,58,4,11,21,3,9.5,3,48.5,13,167,221.5,48.5,0.267028,0,0.812501,0.332678,0.071233,0.132993,0.211629,0.526537,0.296681,0.689845,0.132993,0.296681,0.44608,0.103175,0.657231,0.103175,0.055397,0.014849,0.190748,0.252998,-0.865348,0.747002,59,0
467,NEU,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.208957,0.150635,0.059319,0.204582,0.107617,0.268889,0.056,0.779,0.083,0.065,0.017,470,20.434783,23,0.410638,0,0,0,0,97.588155,44.791773,62.524035,45.304419,0.72766,0.002128,0.031915,0.012766,0.03617,0.021277,0.182979,0.006383,0.002128,0.021277,0.1,0,0.042553,0,0,0.006383,0,0.074468,0,0.051064,0.019149,0.044681,0,0,0.021277,0.004255,0.089362,0,0,0,0,0,0.004255,0.02766,0.004255,0.004255,0.380851,0,0.004255,0.004255,0.008511,0.034043,0.006383,0,0.031915,0.004255,0.002128,0.010638,0.012766,0.014894,0.002128,0.012766,0.006383,0,0.02766,0.165957,0.006383,0.010638,0.004255,0.048936,0.068085,0.02766,0.023404,0.040426,0.131915,0.061702,0.02766,0,0.044681,0.155319,0.008511,0.006383,0.019149,0,0,0,0,0.010638,0.055319,0.082979,0,0.012766,0,0.055319,0.082979,0.085106,0.006383,0.044681,0.002128,3,0,52,0,7,2,0,40,1.83,19,33,2,27.875,0,3,1,70.365,3,68,141.365,70.365,0.122711,0,0.707988,0,0.246066,0.085297,0,0.650961,0.078616,0.469743,0.606087,0.085297,0.565157,0,0,0.044548,0.124459,0.005306,0.120276,0.250042,0.134906,0.749958,46,0
468,NEU,DISAGREEMENT,OBJECTIVE,86,NONIRONIC,0.193348,0.260298,0.17819,0.091813,0.125707,0.150645,0.062,0.166,0.428,0.196,0.148,37,18.5,2,0.243243,0,0,0,0,82.05841,71.035135,99,1,0.810811,0,0.027027,0.027027,0.054054,0.081081,0.135135,0.027027,0,0.054054,0.054054,0,0.108108,0,0,0,0,0.027027,0,0.027027,0.027027,0.027027,0,0,0.027027,0,0.108108,0,0,0,0,0,0.027027,0.054054,0,0,0.513514,0,0,0,0,0.027027,0,0,0,0,0,0,0,0,0.027027,0.054054,0,0,0.027027,0.243243,0,0,0.027027,0.054054,0,0.135135,0,0,0.216216,0.162162,0,0,0,0.216216,0,0.027027,0,0,0.027027,0,0,0,0.162162,0.108108,0,0,0,0.108108,0.189189,0.189189,0.081081,0,0.054054,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0.486833,0.321731,0,0,0,0.321731,0,0,0,0,0,0,0,0,0,0,0.166667,0.166667,-0.610174,0.833333,2,1
469,NEU,DISAGREEMENT,SUBJECTIVE,91,NONIRONIC,0.221193,0.129821,0.067353,0.222196,0.161904,0.197533,0.071,0.673,0.143,0.089,0.024,864,18.782609,46,0.282407,0,0,0,0,95.392208,21.194626,81.356857,35.90192,0.769676,0.016204,0.038194,0.032407,0.021991,0.017361,0.211806,0.003472,0,0.013889,0.094907,0,0.037037,0.008102,0.003472,0.005787,0.003472,0.03588,0.002315,0.085648,0.024306,0.053241,0,0.009259,0.008102,0.003472,0.063657,0.001157,0.013889,0.015046,0.06713,0,0.00463,0.071759,0.001157,0.001157,0.474537,0.00463,0.005787,0.002315,0.023148,0.02662,0.001157,0,0.011574,0.019676,0.011574,0.013889,0.010417,0.018519,0.00463,0.008102,0,0.001157,0.03125,0.190972,0.002315,0.001157,0.028935,0.061343,0.061343,0.083333,0.013889,0.03125,0.168981,0.109954,0.005787,0.003472,0.040509,0.175926,0.00463,0.008102,0.001157,0.001157,0.008102,0,0,0.053241,0.121528,0.112269,0,0.008102,0.003472,0.046296,0.096065,0.099537,0.002315,0.028935,0.001157,27,0,61,10,5,4,0,18,14.73,58,8,20,13,0,27,1,77.73,4,94,174.73,77.73,0.470945,0,0.667897,0.247945,0.141517,0.116511,0,0.372428,0.326887,0.656617,0.208706,0.397365,0.300013,0,0.562515,0.031917,0.077985,0.004013,0.094308,0.175303,-0.431363,0.824697,42,0
470,P,DISAGREEMENT,SUBJECTIVE,86,NONIRONIC,0.259409,0.177242,0.035808,0.093451,0.065438,0.368652,0.178,0.098,0.624,0.039,0.061,42,8.4,5,0.238095,0,0,0,0,4.152227,13.151139,97.137352,95.810872,0.904762,0.02381,0.02381,0.071429,0.047619,0.02381,0.214286,0,0,0,0,0,0.142857,0,0,0,0.071429,0.166667,0,0.071429,0,0,0,0,0.02381,0.02381,0.095238,0.02381,0.02381,0,0,0,0,0.02381,0,0,0.666667,0,0,0,0.02381,0.166667,0,0,0.02381,0.02381,0,0.02381,0.02381,0,0.047619,0,0,0,0,0.285714,0.02381,0,0,0.095238,0.047619,0.142857,0.047619,0.02381,0.119048,0.309524,0.02381,0,0,0.095238,0,0.02381,0,0,0,0,0,0,0.166667,0.047619,0,0.02381,0,0.047619,0.214286,0.214286,0,0.02381,0.119048,11.73,0,5.83,0,0,0,0,2,7,0,3,6,5,0,11.73,0,18.73,0,7.83,26.56,18.73,0.539807,0,0.368288,0,0,0,0,0.166667,0.411765,0,0.230769,0.375,0.333333,0,0,0,0.299393,0,0.12516,0.424552,0.60653,0.575448,6,1
471,P,DISAGREEMENT,OBJECTIVE,92,NONIRONIC,0.194219,0.213999,0.025832,0.165201,0.1475,0.253249,0.024,0.755,0.067,0.135,0.019,244,22.181818,11,0.381148,0,0,0,0,97.822894,16.53306,81.638901,94.545537,0.77459,0.032787,0.036885,0.020492,0.045082,0.028689,0.139344,0,0,0.012295,0.102459,0,0.053279,0,0,0.012295,0.016393,0.065574,0,0.045082,0.020492,0.045082,0,0,0.008197,0.008197,0.118852,0,0,0,0,0,0.012295,0.032787,0.020492,0.020492,0.405738,0,0.012295,0,0,0.02459,0.008197,0,0.012295,0.004098,0,0.012295,0.053279,0.036885,0.004098,0,0.008197,0,0.02459,0.184426,0.012295,0.004098,0.016393,0.04918,0.114754,0.028689,0.045082,0.057377,0.147541,0.053279,0.012295,0,0.016393,0.147541,0,0.008197,0.004098,0,0.004098,0,0,0.008197,0.090164,0.057377,0,0.008197,0.008197,0.061475,0.098361,0.106557,0.004098,0.086066,0.008197,13,0,1,0,3,0,3,0,2.83,1,0,18,15,0,13,0,43.83,3,2,44.83,43.83,0.467082,0,0.063162,0,0.168233,0,0.168233,0,0.160227,0.063162,0,0.548239,0.502809,0,0,0,0.15948,0.010916,0.007277,0.163119,0.799532,0.836881,14,0
472,N,DISAGREEMENT,SUBJECTIVE,81,NONIRONIC,0.193329,0.239017,0.05508,0.192351,0.157985,0.162238,0.103,0.568,0.273,0.043,0.012,917,16.087719,57,0.327154,0,0,0,0,74.895316,25.887349,75.06618,3.661245,0.864776,0.003272,0.062159,0.051254,0.062159,0.009815,0.177754,0.011996,0.023991,0.013086,0.067612,0.002181,0.078517,0.088332,0.039258,0.02181,0.022901,0.146129,0.008724,0.067612,0.022901,0.055616,0.003272,0.001091,0.027263,0.010905,0.056707,0.002181,0.02072,0.007634,0.006543,0,0.007634,0.019629,0.001091,0.001091,0.46892,0.062159,0.001091,0,0.005453,0.066521,0.006543,0.022901,0.04253,0.017448,0.002181,0.003272,0,0.025082,0.008724,0.04253,0,0.004362,0.005453,0.23337,0.004362,0.001091,0.022901,0.061069,0.026172,0.045802,0.019629,0.030534,0.123228,0.112323,0.022901,0.006543,0.009815,0.116685,0,0.008724,0.006543,0.003272,0.010905,0,0.001091,0.009815,0.087241,0.067612,0,0.037077,0.008724,0.019629,0.12759,0.136314,0.002181,0.023991,0.019629,26.75,0,98.25,0,13,10,0,9,0.73,96.375,13.7,5.75,14.055,12,26.75,4,66.235,17.25,226.15,303.635,66.235,0.442047,0,0.74424,0,0.277992,0.228499,0,0.210458,0.021163,0.740555,0.288641,0.145518,0.293922,0.262215,0.608711,0.105921,0.058738,0.015298,0.200552,0.269267,-0.870098,0.730733,93,1
